name,content,illustId,illustCategori,backgroundId,backgroundCategori,effectId,effectParam,bgmId,soundId,eventId,eventParam
나,제로짱 잠깐만 줘 볼래?,0,0,7,4,,,,,,
제로짱,엉 여기~,0,0,7,4,,,,,,
나,(잘 보거라 나의 실력을),0,0,7,4,,,,,,
나,(이렇게 격한 곡을 잘치는 사람을 보면 분명 반하겠지?),0,0,7,4,,,,,,
" ",탕!,0,2,7,4,,,,,,
나,????????,0,2,7,4,,,,,,
제로짱,??????????????????,0,2,7,4,,,,,,
나,(X됐다),0,2,7,4,,,,,,
" ",제로짱의 기타 줄이 끊어졌다.,0,3,7,4,,,,,,
나,(어떻게 임기응변을...),0,3,7,4,,,,,,
나,(아하! 그거라면..!),0,3,7,4,,,,,,
나,혹시 보틀넥 주법 알아?,0,2,7,4,,,,,,
제로짱,야!!!!,0,3,7,4,,,,,,
" ",이후 마냥 친절한 것 같은 제로짱에게 등짝을 후두려 쳐맞았다.,0,3,7,4,,,,,,
