name,content,illustId,illustCategori,backgroundId,backgroundCategori,effectId,effectParam,bgmId,soundId,eventId,eventParam
나,도서관에 제대로 온 건 이번이 처음이네,,,2,1,,,,,,
나,무슨 책들이 있으려나? 구경이나 해볼까?,,,2,1,,,,,,
" ",여러 책들을 구경하던 나는 한 책을 보고 멈춰섰다,,,2,1,,,,,,
나,어 이건? 꼭 읽고 싶었던 라노벨인데?,,,2,1,,,,,,
" ",그리고 책을 집어드는 순간 같이 책을 집어드는 손이 있었다,,,2,1,,,,,,
나,??? 어?,,,2,1,,,,,,
" ",그녀는 깜짝 놀라 책을 놓쳤고 나는 책을 가까스로 잡았다,,,2,1,,,,,,
" ",눈이 마주치고 나는 그녀가 저번 주에 노래를 부르던 알지짱이라는 것을 알게 되었다.,1,0,2,1,,,,,,
나,(친해지고 싶었는데 잘됐네),1,0,2,1,,,,,,
알지짱,어?? 너 저번에 그 엿듣던 그 변태!!,1,3,2,1,,,,,,
나,아니 변태라니 그게 무슨,1,3,2,1,,,,,,
알지짱,ㅋㅋㅋㅋ 그건 그렇고 너도 그 시리즈 좋아하니?,1,1,2,1,,,,,,
나,아 이거?,1,1,2,1,,,,,,
나,아직 보진 못했는데 재밌어 엄청 재밌어 보여서..,1,0,2,1,,,,,,
" ",알지짱은 가방에서 책을 꺼내들었다,1,0,2,1,,,,,,
알지짱,이거 개재밌어. 끝까지 다 읽어봐,1,0,2,1,,,,,,
알지짱,그리고 이것도 재밌고.. 이것도.. 저것도.. 음 요것도 좋겠다.,1,2,2,1,,,,,,
나,흐음 아무거나 꺼낸 건 아니지?,1,2,2,1,,,,,,
알지짱,아니야! 내가 좋아하는 책인데,1,3,2,1,,,,,,
사서,어휴~ 전! 학! 생!! 조용이 안해~~?,,,2,1,,,,,,
나,앗... 죄송합니다...,,,2,1,,,,,,
일지짱,으이구...,1,3,2,1,,,,,,
,나는 알지짱에게서 책을 받아가며 물었다,1,0,2,1,,,,,,
나,몇 학년 몇반?,1,0,2,1,,,,,,
알지짱,1학년 6반인데.. 왜??,1,2,2,1,,,,,,
나,나중에 뒤에 다시 돌려줘야지ㅋㅋㅋ,1,2,2,1,,,,,,
알지짱,앗ㅎㅎ 그렇지?,1,1,2,1,,,,,,
나,(얘도 나처럼 씹덕인건가?? 혹시 이것도 아는 지 물어볼까?),1,1,2,1,,,,,,
나,"너 혹시... ",1,0,2,1,,,,,1,DialogueCSV/Week2/loc2/c0.csv
