name,content,illustId,illustCategori,backgroundId,backgroundCategori,effectId,effectParam,bgmId,soundId,eventId,eventParam
???,아니 너!! 다 듣고 있었어?? 아니 이거 밴드부 공연 그건데 으으으악!!!,1,3,6,0,,,,,,
???,근데.. 너..,1,2,6,0,,,,,,
나,ㄴ..네??,1,2,6,0,,,,,,
???,너 이번에 전학 온 애 아니야??,1,3,6,0,,,,,,
???,아이씨 누군가 했네..,1,0,6,0,,,,,,
???,내가 방금 부른 노래는 일단 비밀로 해줘..,1,0,6,0,,,,,,
???,이번 공연 셋리 유출 되면 밴드부 부장님한테 진짜 크게 혼나...,1,2,6,0,,,,,,
나,네... 알겠어요...,1,0,6,0,,,,,,
???,아니 존댓말 쓰지마ㅋㅋㅋㅋ,1,1,6,0,,,,,,
알지짱,내 이름은 김알지야. 앞으로 친하게 지내자!,1,1,6,0,,,,,,
나,응 알았어...,1,1,6,0,,,,,,
나,(뭔가 큰 죄를 저지른거 같긴한데.. 엄청 친절하네),1,1,6,0,,,,,,
