name,content,illustId,illustCategori,backgroundId,backgroundCategori,effectId,effectParam,bgmId,soundId,eventId,eventParam
" ",1교시가 끝나고 쉬는 시간 종이 울린다,,,0,0,,,,,,
" ",복도가 북적거린다,,,0,0,,,,,,
주인공,이왑아..,3,0,0,0,,,,,,
왑짱,엉? 왜..?,3,0,0,0,,,,,,
주인공,원래 여기는 저렇게 복도에 사람이 꽉 차있어..?,3,2,0,0,,,,,,
왑짱,아..닐텐데..?,3,2,0,0,,,,,,
" ",문이 열리고 여러 친구들이 나에게 다가온다,,,0,0,,,,,,
친구1,안녕!! 너 어디학교에서 전학왔니?,,,0,0,,,,,,
친구2,갑자기 2학기 때 전학생이라니 예상도 못했어! 어쩌다가 우리학교로 온거야?,,,0,0,,,,,,
친구3,나랑 프로젝트 할래? Android Studio할 줄 알아?,,,0,0,,,,,,
친구4,5252... 너 윈도우 쓰는거냐구....? 우웨에엑,,,0,0,,,,,,
친구5,너 Git Branching 전략이 어떻게 돼?,,,0,0,,,,,,
"친구6 ",이번에 나온 최애의 아이 Final Season 봤어??,,,0,0,,,,,,
" ",질문이 쏟아진다..,,,0,0,,,,,,
친구24172,너 혹시 원신 해?,,,0,0,,,,,,
주인공,"ㅇ.. 어? 그게.. ",,,0,0,,,,,,
" ",당황하던 참에 왑짱이 귓속말로 물어온다,3,0,0,0,,,,,,
왑짱,도와줄까?,3,0,0,0,,,,,1,DialogueCSV/Week1/loc1/c0.csv
