name,content,illustId,illustCategori,backgroundId,backgroundCategori,effectId,effectParam,bgmId,soundId,eventId,eventParam
나,(전에 다니던 고등학교는 매점도 없고.. 아쉬웠었지),,,0,0,,,,,,
나,(여기는 매점이 있구나! 감격스럽다),,,0,0,,,,,,
???,오....오... 으음... 오...,2,0,0,0,,,,,,
나,으악!,2,0,0,0,,,,,,
나,(X발!! 깜짝이야!! 미X년인가? 빤히 쳐다봐서 개놀랐네),2,0,0,0,,,,,,
???,혹시...,2,0,0,0,,,,,,
나,어... 맞는데.. 근데 누구...?,2,0,0,0,,,,,,
???,아니!! 아직 묻지도 않았잖아요!!,2,3,0,0,,,,,,
나,나 그 전학생 맞아... 그래서 넌 누구니..?,2,2,0,0,,,,,,
???,아 저는..,2,2,0,0,,,,,,
애드짱,저는 그... 정애드라고 해요...,2,2,0,0,,,,,,
나,내가 그렇게 유명해..?,2,0,0,0,,,,,,
나,(어그로가 이렇게 끌릴 줄을 몰랐는데...),2,0,0,0,,,,,,
애드짱,그냥 학교에 좀 관심이 많아서요... 소문에는 관심이 많아요...,2,0,0,0,,,,,,
나,(뭐지.. 존댓말을 하네... 학교를 1년 일찍 들어왔나..?),2,0,0,0,,,,,,
나,아하 그렇구나,2,0,0,0,,,,,,
나,그.. 존댓말 안해도 돼!!,2,0,0,0,,,,,,
애드짱,아... 저는 이게 더 편해서...,2,2,0,0,,,,,,
나,아니 괜찮은데...,2,2,0,0,,,,,,
나,그럼 뭐 어쩔 수 없지...,2,2,0,0,,,,,,
애드짱,저 혹시... 저 전화번호 좀...,2,2,0,0,,,,,,
나,ㅇ.. 잠깐만..,2,0,0,0,,,,,,
" ",핸드폰을 주머니에서 꺼내기도 전에 애드짱이 내 핸드폰을 가져가버렸다...,2,0,0,0,,,,,,
" ",그러고는 자기자신의 전화번호를 저장하고 전화를 걸었다.,2,0,0,0,,,,,,
나,(순식간에 전화번호를 뜯겨버렸다..),2,0,0,0,,,,,,
애드짱,자 됐다! 혹시 먹고 싶은거라도 있어요..? 매점 처음 이신거 같은데..,2,0,0,0,,,,,1,DialogueCSV/Week1/loc4/c0.csv
